transaction_id,transaction_date,branch_id,itemean,barcode,qty_sold,qty_returned,net_qty,unit_price,unit_cost,total_sales_value,total_return_value,net_sales_value,net_cost_value,profit_amount
TRX-20260225-03963,2026-02-25 07:53:57,2,00003577,622300357700,4,0,4,65.0,50.0,260.0,0.0,260.0,200.0,60.0
TRX-20260225-04653,2026-02-25 08:13:47,5,00003590,622300359006,2,0,2,131.1,108.0,262.2,0.0,262.2,216.0,46.2
TRX-20260225-02758,2026-02-25 08:17:53,1,00003606,622300360606,2,0,2,484.5,390.0,969.0,0.0,969.0,780.0,189.0
TRX-20260225-04929,2026-02-25 08:23:44,2,00003609,622300360900,2,0,2,110.0,85.0,220.0,0.0,220.0,170.0,50.0
TRX-20260225-00081,2026-02-25 08:36:17,4,00003610,622300361000,4,0,4,75.0,60.0,300.0,0.0,300.0,240.0,60.0
TRX-20260225-01515,2026-02-25 08:45:38,1,00003577,622300357700,5,0,5,65.0,50.0,325.0,0.0,325.0,250.0,75.0
TRX-20260225-00398,2026-02-25 09:09:57,1,00003555,622300355500,4,0,4,480.0,420.0,1920.0,0.0,1920.0,1680.0,240.0
TRX-20260225-01272,2026-02-25 10:12:33,5,00003607,622300360700,2,2,0,125.0,95.0,250.0,250.0,0.0,0.0,0.0
TRX-20260225-03676,2026-02-25 11:56:31,1,00003562,622300356206,2,0,2,342.0,300.0,684.0,0.0,684.0,600.0,84.0
TRX-20260225-03111,2026-02-25 12:00:20,3,00003597,622300359700,4,0,4,160.0,130.0,640.0,0.0,640.0,520.0,120.0
TRX-20260225-03999,2026-02-25 12:03:08,1,00003590,622300359006,2,0,2,131.1,108.0,262.2,0.0,262.2,216.0,46.2
TRX-20260225-00181,2026-02-25 13:09:31,2,00003585,622300358500,2,0,2,220.0,180.0,440.0,0.0,440.0,360.0,80.0
TRX-20260225-03779,2026-02-25 13:26:07,2,00003561,622300356124,1,1,0,957.6,840.0,957.6,957.6,0.0,0.0,0.0
TRX-20260225-04350,2026-02-25 13:59:26,5,00003607,622300360700,4,0,4,125.0,95.0,500.0,0.0,500.0,380.0,120.0
TRX-20260225-03954,2026-02-25 14:55:12,1,00003581,622300358100,3,0,3,32.0,25.0,96.0,0.0,96.0,75.0,21.0
TRX-20260225-03743,2026-02-25 15:01:27,4,00003560,622300356000,3,1,2,135.0,110.0,405.0,135.0,270.0,220.0,50.0
TRX-20260225-02051,2026-02-25 15:14:46,1,00003559,622300355900,3,0,3,28.0,22.0,84.0,0.0,84.0,66.0,18.0
TRX-20260225-03560,2026-02-25 15:56:04,1,00003612,622300361212,2,0,2,182.4,144.0,364.8,0.0,364.8,288.0,76.8
TRX-20260225-03208,2026-02-25 16:11:23,1,00003568,622300356824,2,0,2,2394.0,2040.0,4788.0,0.0,4788.0,4080.0,708.0
TRX-20260225-00003,2026-02-25 16:19:43,2,00003554,622300355400,3,0,3,435.0,390.0,1305.0,0.0,1305.0,1170.0,135.0
TRX-20260225-03737,2026-02-25 16:23:04,1,00003612,622300361200,1,0,1,16.0,12.0,16.0,0.0,16.0,12.0,4.0
TRX-20260225-01405,2026-02-25 17:21:55,3,00003580,622300358000,2,0,2,38.0,30.0,76.0,0.0,76.0,60.0,16.0
TRX-20260225-03117,2026-02-25 17:32:59,1,00003596,622300359600,2,0,2,120.0,95.0,240.0,0.0,240.0,190.0,50.0
TRX-20260225-04093,2026-02-25 18:19:37,5,00003553,622300355300,4,0,4,450.0,400.0,1800.0,0.0,1800.0,1600.0,200.0
TRX-20260225-04441,2026-02-25 18:21:21,2,00003607,622300360700,2,0,2,125.0,95.0,250.0,0.0,250.0,190.0,60.0
TRX-20260225-01681,2026-02-25 18:29:39,2,00003556,622300355600,4,0,4,7.0,5.5,28.0,0.0,28.0,22.0,6.0
TRX-20260225-00117,2026-02-25 19:10:13,1,00003560,622300356000,1,0,1,135.0,110.0,135.0,0.0,135.0,110.0,25.0
TRX-20260225-02530,2026-02-25 19:36:31,3,00003606,622300360600,3,1,2,85.0,65.0,255.0,85.0,170.0,130.0,40.0
TRX-20260225-02062,2026-02-25 20:37:35,1,00003596,622300359624,2,2,0,2736.0,2280.0,5472.0,5472.0,0.0,0.0,0.0
TRX-20260225-01732,2026-02-25 20:44:42,2,00003578,622300357800,1,0,1,45.0,35.0,45.0,0.0,45.0,35.0,10.0
TRX-20260225-04198,2026-02-25 21:18:02,2,00003569,622300356900,5,0,5,14.0,11.0,70.0,0.0,70.0,55.0,15.0
TRX-20260225-01561,2026-02-25 21:18:15,2,00003557,622300355700,3,0,3,7.0,5.5,21.0,0.0,21.0,16.5,4.5
TRX-20260225-02375,2026-02-25 21:32:33,2,00003588,622300358824,1,0,1,2166.0,1800.0,2166.0,0.0,2166.0,1800.0,366.0
TRX-20260225-02501,2026-02-25 21:48:35,1,00003582,622300358200,2,0,2,28.0,22.0,56.0,0.0,56.0,44.0,12.0
TRX-20260225-00953,2026-02-25 21:59:44,5,00003567,622300356700,5,0,5,34.0,29.0,170.0,0.0,170.0,145.0,25.0
TRX-20260225-00234,2026-02-25 22:27:51,3,00003587,622300358700,5,0,5,135.0,110.0,675.0,0.0,675.0,550.0,125.0
TRX-20260225-04515,2026-02-25 22:38:48,5,00003613,622300361324,2,0,2,2394.0,2040.0,4788.0,0.0,4788.0,4080.0,708.0
TRX-20260225-00588,2026-02-25 22:47:28,2,00003584,622300358400,4,0,4,26.0,20.0,104.0,0.0,104.0,80.0,24.0
TRX-20260225-02878,2026-02-25 23:04:13,1,00003609,622300360900,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260225-04535,2026-02-25 23:08:28,1,00003608,622300360800,1,0,1,78.0,60.0,78.0,0.0,78.0,60.0,18.0
TRX-20260226-00771,2026-02-26 00:20:22,5,00003567,622300356700,2,0,2,34.0,29.0,68.0,0.0,68.0,58.0,10.0
TRX-20260226-00459,2026-02-26 01:24:12,1,00003589,622300358900,1,0,1,10.0,8.0,10.0,0.0,10.0,8.0,2.0
TRX-20260226-04880,2026-02-26 02:35:46,2,00003613,622300361300,2,0,2,105.0,85.0,210.0,0.0,210.0,170.0,40.0
TRX-20260226-00026,2026-02-26 02:46:18,2,00003575,622300357500,1,0,1,55.0,45.0,55.0,0.0,55.0,45.0,10.0
TRX-20260226-03778,2026-02-26 02:46:58,2,00003590,622300359000,4,0,4,23.0,18.0,92.0,0.0,92.0,72.0,20.0
TRX-20260226-00973,2026-02-26 03:15:20,2,00003604,622300360400,2,0,2,50.0,40.0,100.0,0.0,100.0,80.0,20.0
TRX-20260226-04335,2026-02-26 04:56:15,3,00003605,622300360500,1,0,1,58.0,45.0,58.0,0.0,58.0,45.0,13.0
TRX-20260226-04920,2026-02-26 06:55:00,3,00003569,622300356900,3,2,1,14.0,11.0,42.0,28.0,14.0,11.0,3.0
TRX-20260226-01415,2026-02-26 06:55:16,1,00003553,622300355300,4,0,4,450.0,400.0,1800.0,0.0,1800.0,1600.0,200.0
TRX-20260226-03039,2026-02-26 07:27:48,1,00003595,622300359500,4,0,4,110.0,85.0,440.0,0.0,440.0,340.0,100.0
TRX-20260226-01559,2026-02-26 07:53:44,2,00003598,622300359800,1,0,1,245.0,210.0,245.0,0.0,245.0,210.0,35.0
TRX-20260226-00828,2026-02-26 08:00:34,2,00003594,622300359406,2,0,2,1111.5,960.0,2223.0,0.0,2223.0,1920.0,303.0
TRX-20260226-03090,2026-02-26 08:31:09,2,00003598,622300359812,1,0,1,2793.0,2520.0,2793.0,0.0,2793.0,2520.0,273.0
TRX-20260226-03215,2026-02-26 08:50:56,2,00003589,622300358900,4,0,4,10.0,8.0,40.0,0.0,40.0,32.0,8.0
TRX-20260226-00955,2026-02-26 10:05:13,5,00003594,622300359400,4,0,4,195.0,160.0,780.0,0.0,780.0,640.0,140.0
TRX-20260226-01541,2026-02-26 10:45:06,1,00003572,622300357200,1,1,0,23.0,18.0,23.0,23.0,0.0,0.0,0.0
TRX-20260226-04106,2026-02-26 11:37:55,1,00003567,622300356700,3,0,3,34.0,29.0,102.0,0.0,102.0,87.0,15.0
TRX-20260226-02832,2026-02-26 12:07:05,1,00003603,622300360300,1,0,1,35.0,28.0,35.0,0.0,35.0,28.0,7.0
TRX-20260226-02049,2026-02-26 13:15:14,5,00003587,622300358700,5,0,5,135.0,110.0,675.0,0.0,675.0,550.0,125.0
TRX-20260226-02939,2026-02-26 13:28:55,1,00003608,622300360824,2,0,2,1778.4,1440.0,3556.8,0.0,3556.8,2880.0,676.8
TRX-20260226-00786,2026-02-26 14:14:36,2,00003600,622300360000,3,0,3,135.0,110.0,405.0,0.0,405.0,330.0,75.0
TRX-20260226-03003,2026-02-26 14:16:36,1,00003573,622300357300,3,0,3,88.0,75.0,264.0,0.0,264.0,225.0,39.0
TRX-20260226-03282,2026-02-26 15:39:00,2,00003553,622300355300,5,5,0,450.0,400.0,2250.0,2250.0,0.0,0.0,0.0
TRX-20260226-04475,2026-02-26 16:16:14,2,00003564,622300356424,2,0,2,456.0,384.0,912.0,0.0,912.0,768.0,144.0
TRX-20260226-00949,2026-02-26 16:20:35,4,00003593,622300359300,5,0,5,18.0,14.0,90.0,0.0,90.0,70.0,20.0
TRX-20260226-02522,2026-02-26 17:10:01,1,00003557,622300355700,5,0,5,7.0,5.5,35.0,0.0,35.0,27.5,7.5
TRX-20260226-04133,2026-02-26 17:12:31,1,00003574,622300357400,1,0,1,155.0,135.0,155.0,0.0,155.0,135.0,20.0
TRX-20260226-04173,2026-02-26 17:56:58,2,00003563,622300356300,1,0,1,12.0,9.0,12.0,0.0,12.0,9.0,3.0
TRX-20260226-00371,2026-02-26 18:44:53,5,00003568,622300356800,3,0,3,105.0,85.0,315.0,0.0,315.0,255.0,60.0
TRX-20260226-03486,2026-02-26 18:46:49,1,00003590,622300359000,1,0,1,23.0,18.0,23.0,0.0,23.0,18.0,5.0
TRX-20260226-03841,2026-02-26 19:01:20,1,00003608,622300360800,2,0,2,78.0,60.0,156.0,0.0,156.0,120.0,36.0
TRX-20260226-01042,2026-02-26 19:18:45,5,00003604,622300360400,4,2,2,50.0,40.0,200.0,100.0,100.0,80.0,20.0
TRX-20260226-02361,2026-02-26 19:25:54,2,00003613,622300361300,5,0,5,105.0,85.0,525.0,0.0,525.0,425.0,100.0
TRX-20260226-03029,2026-02-26 19:29:21,2,00003557,622300355700,1,0,1,7.0,5.5,7.0,0.0,7.0,5.5,1.5
TRX-20260226-00626,2026-02-26 21:13:26,2,00003555,622300355500,4,0,4,480.0,420.0,1920.0,0.0,1920.0,1680.0,240.0
TRX-20260226-01761,2026-02-26 21:22:12,2,00003564,622300356400,3,0,3,20.0,16.0,60.0,0.0,60.0,48.0,12.0
TRX-20260226-04295,2026-02-26 21:53:52,1,00003557,622300355700,4,0,4,7.0,5.5,28.0,0.0,28.0,22.0,6.0
TRX-20260226-04989,2026-02-26 22:00:46,2,00003580,622300358000,4,0,4,38.0,30.0,152.0,0.0,152.0,120.0,32.0
TRX-20260226-00150,2026-02-26 22:26:09,3,00003586,622300358600,2,0,2,55.0,45.0,110.0,0.0,110.0,90.0,20.0
TRX-20260226-00343,2026-02-26 22:42:55,2,00003573,622300357324,1,0,1,2006.4,1800.0,2006.4,0.0,2006.4,1800.0,206.4
TRX-20260226-00762,2026-02-26 23:31:36,3,00003606,622300360600,2,0,2,85.0,65.0,170.0,0.0,170.0,130.0,40.0
TRX-20260226-04579,2026-02-26 23:52:44,1,00003588,622300358800,5,0,5,95.0,75.0,475.0,0.0,475.0,375.0,100.0
TRX-20260227-01063,2026-02-27 00:06:22,3,00003593,622300359300,2,0,2,18.0,14.0,36.0,0.0,36.0,28.0,8.0
TRX-20260227-04611,2026-02-27 00:17:05,5,00003580,622300358000,4,0,4,38.0,30.0,152.0,0.0,152.0,120.0,32.0
TRX-20260227-00270,2026-02-27 00:39:19,2,00003596,622300359600,3,3,0,120.0,95.0,360.0,360.0,0.0,0.0,0.0
TRX-20260227-01514,2026-02-27 00:45:55,2,00003599,622300359906,2,0,2,2166.0,1920.0,4332.0,0.0,4332.0,3840.0,492.0
TRX-20260227-00190,2026-02-27 00:49:47,3,00003574,622300357400,3,0,3,155.0,135.0,465.0,0.0,465.0,405.0,60.0
TRX-20260227-02904,2026-02-27 00:50:19,1,00003597,622300359700,5,0,5,160.0,130.0,800.0,0.0,800.0,650.0,150.0
TRX-20260227-04492,2026-02-27 01:00:23,5,00003555,622300355500,1,0,1,480.0,420.0,480.0,0.0,480.0,420.0,60.0
TRX-20260227-01936,2026-02-27 01:20:24,5,00003565,622300356500,2,2,0,38.0,32.0,76.0,76.0,0.0,0.0,0.0
TRX-20260227-02015,2026-02-27 01:45:28,1,00003598,622300359800,2,0,2,245.0,210.0,490.0,0.0,490.0,420.0,70.0
TRX-20260227-01534,2026-02-27 02:06:45,1,00003598,622300359800,1,0,1,245.0,210.0,245.0,0.0,245.0,210.0,35.0
TRX-20260227-01453,2026-02-27 04:02:54,1,00003592,622300359200,3,0,3,4.5,3.0,13.5,0.0,13.5,9.0,4.5
TRX-20260227-03102,2026-02-27 04:12:16,1,00003593,622300359312,1,0,1,205.2,168.0,205.2,0.0,205.2,168.0,37.2
TRX-20260227-03437,2026-02-27 04:24:42,2,00003568,622300356800,4,0,4,105.0,85.0,420.0,0.0,420.0,340.0,80.0
TRX-20260227-01840,2026-02-27 04:36:38,1,00003604,622300360400,4,4,0,50.0,40.0,200.0,200.0,0.0,0.0,0.0
TRX-20260227-02147,2026-02-27 05:01:59,2,00003597,622300359700,2,0,2,160.0,130.0,320.0,0.0,320.0,260.0,60.0
TRX-20260227-02642,2026-02-27 05:04:03,2,00003594,622300359400,3,0,3,195.0,160.0,585.0,0.0,585.0,480.0,105.0
TRX-20260227-00340,2026-02-27 05:06:53,2,00003603,622300360300,1,1,0,35.0,28.0,35.0,35.0,0.0,0.0,0.0
TRX-20260227-04699,2026-02-27 05:18:52,1,00003605,622300360500,1,0,1,58.0,45.0,58.0,0.0,58.0,45.0,13.0
TRX-20260227-03925,2026-02-27 05:33:37,5,00003589,622300358900,5,0,5,10.0,8.0,50.0,0.0,50.0,40.0,10.0
TRX-20260227-02157,2026-02-27 05:35:21,1,00003569,622300356900,1,0,1,14.0,11.0,14.0,0.0,14.0,11.0,3.0
TRX-20260227-02155,2026-02-27 05:38:56,5,00003586,622300358600,5,0,5,55.0,45.0,275.0,0.0,275.0,225.0,50.0
TRX-20260227-03408,2026-02-27 06:38:37,1,00003568,622300356800,3,1,2,105.0,85.0,315.0,105.0,210.0,170.0,40.0
TRX-20260227-03067,2026-02-27 06:41:21,1,00003609,622300360900,5,1,4,110.0,85.0,550.0,110.0,440.0,340.0,100.0
TRX-20260227-03581,2026-02-27 07:03:42,5,00003570,622300357000,4,0,4,20.0,16.0,80.0,0.0,80.0,64.0,16.0
TRX-20260227-02322,2026-02-27 07:27:40,2,00003590,622300359000,3,0,3,23.0,18.0,69.0,0.0,69.0,54.0,15.0
TRX-20260227-00149,2026-02-27 08:13:21,1,00003590,622300359000,3,0,3,23.0,18.0,69.0,0.0,69.0,54.0,15.0
TRX-20260227-02564,2026-02-27 08:33:28,3,00003586,622300358600,5,4,1,55.0,45.0,275.0,220.0,55.0,45.0,10.0
TRX-20260227-04283,2026-02-27 08:37:47,2,00003612,622300361200,5,0,5,16.0,12.0,80.0,0.0,80.0,60.0,20.0
TRX-20260227-00535,2026-02-27 09:02:49,3,00003555,622300355500,1,0,1,480.0,420.0,480.0,0.0,480.0,420.0,60.0
TRX-20260227-00445,2026-02-27 09:54:41,5,00003586,622300358600,2,0,2,55.0,45.0,110.0,0.0,110.0,90.0,20.0
TRX-20260227-03628,2026-02-27 10:09:05,1,00003559,622300355900,2,0,2,28.0,22.0,56.0,0.0,56.0,44.0,12.0
TRX-20260227-01093,2026-02-27 10:25:26,1,00003612,622300361200,4,0,4,16.0,12.0,64.0,0.0,64.0,48.0,16.0
TRX-20260227-00365,2026-02-27 10:32:44,2,00003587,622300358700,1,0,1,135.0,110.0,135.0,0.0,135.0,110.0,25.0
TRX-20260227-01118,2026-02-27 10:51:10,3,00003599,622300359900,5,0,5,380.0,320.0,1900.0,0.0,1900.0,1600.0,300.0
TRX-20260227-00462,2026-02-27 10:51:42,4,00003553,622300355300,4,0,4,450.0,400.0,1800.0,0.0,1800.0,1600.0,200.0
TRX-20260227-02181,2026-02-27 11:28:15,1,00003568,622300356800,4,0,4,105.0,85.0,420.0,0.0,420.0,340.0,80.0
TRX-20260227-01205,2026-02-27 12:13:42,1,00003600,622300360024,2,0,2,3078.0,2640.0,6156.0,0.0,6156.0,5280.0,876.0
TRX-20260227-03985,2026-02-27 13:49:57,1,00003575,622300357500,4,0,4,55.0,45.0,220.0,0.0,220.0,180.0,40.0
TRX-20260227-04013,2026-02-27 14:58:29,2,00003578,622300357800,4,0,4,45.0,35.0,180.0,0.0,180.0,140.0,40.0
TRX-20260227-02585,2026-02-27 15:12:10,2,00003600,622300360000,2,0,2,135.0,110.0,270.0,0.0,270.0,220.0,50.0
TRX-20260227-03446,2026-02-27 15:13:07,1,00003589,622300358900,2,0,2,10.0,8.0,20.0,0.0,20.0,16.0,4.0
TRX-20260227-01741,2026-02-27 15:25:11,3,00003595,622300359500,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260227-01702,2026-02-27 15:59:45,4,00003585,622300358500,1,0,1,220.0,180.0,220.0,0.0,220.0,180.0,40.0
TRX-20260227-04537,2026-02-27 16:45:35,3,00003577,622300357700,2,0,2,65.0,50.0,130.0,0.0,130.0,100.0,30.0
TRX-20260227-04509,2026-02-27 17:25:57,3,00003577,622300357700,2,0,2,65.0,50.0,130.0,0.0,130.0,100.0,30.0
TRX-20260227-03480,2026-02-27 18:00:27,2,00003591,622300359100,4,0,4,7.0,5.0,28.0,0.0,28.0,20.0,8.0
TRX-20260227-01052,2026-02-27 18:15:10,2,00003568,622300356800,2,0,2,105.0,85.0,210.0,0.0,210.0,170.0,40.0
TRX-20260227-03730,2026-02-27 19:02:13,5,00003593,622300359300,4,0,4,18.0,14.0,72.0,0.0,72.0,56.0,16.0
TRX-20260227-03514,2026-02-27 19:08:27,1,00003584,622300358400,1,1,0,26.0,20.0,26.0,26.0,0.0,0.0,0.0
TRX-20260227-02328,2026-02-27 19:23:30,2,00003599,622300359900,5,0,5,380.0,320.0,1900.0,0.0,1900.0,1600.0,300.0
TRX-20260227-01495,2026-02-27 19:51:53,2,00003606,622300360600,2,0,2,85.0,65.0,170.0,0.0,170.0,130.0,40.0
TRX-20260227-02548,2026-02-27 20:13:00,1,00003555,622300355500,4,0,4,480.0,420.0,1920.0,0.0,1920.0,1680.0,240.0
TRX-20260227-04347,2026-02-27 21:33:10,5,00003572,622300357200,2,0,2,23.0,18.0,46.0,0.0,46.0,36.0,10.0
TRX-20260227-00266,2026-02-27 22:12:01,5,00003590,622300359000,4,0,4,23.0,18.0,92.0,0.0,92.0,72.0,20.0
TRX-20260227-00167,2026-02-27 22:33:45,2,00003605,622300360500,5,0,5,58.0,45.0,290.0,0.0,290.0,225.0,65.0
TRX-20260227-03977,2026-02-27 22:38:55,1,00003563,622300356300,5,0,5,12.0,9.0,60.0,0.0,60.0,45.0,15.0
TRX-20260227-01190,2026-02-27 22:39:41,2,00003575,622300357500,2,1,1,55.0,45.0,110.0,55.0,55.0,45.0,10.0
TRX-20260227-02583,2026-02-27 22:49:05,1,00003570,622300357006,1,1,0,114.0,96.0,114.0,114.0,0.0,0.0,0.0
TRX-20260227-03639,2026-02-27 23:02:11,4,00003579,622300357900,5,0,5,110.0,85.0,550.0,0.0,550.0,425.0,125.0
TRX-20260227-02692,2026-02-27 23:04:46,2,00003583,622300358300,3,0,3,5.5,4.0,16.5,0.0,16.5,12.0,4.5
TRX-20260227-01189,2026-02-27 23:35:39,3,00003600,622300360000,1,0,1,135.0,110.0,135.0,0.0,135.0,110.0,25.0
TRX-20260227-02072,2026-02-27 23:56:56,4,00003565,622300356500,1,0,1,38.0,32.0,38.0,0.0,38.0,32.0,6.0
TRX-20260228-03575,2026-02-28 00:05:47,4,00003576,622300357606,1,0,1,1396.5,1260.0,1396.5,0.0,1396.5,1260.0,136.5
TRX-20260228-02292,2026-02-28 00:21:02,5,00003578,622300357800,3,0,3,45.0,35.0,135.0,0.0,135.0,105.0,30.0
TRX-20260228-01306,2026-02-28 00:29:33,1,00003589,622300358900,5,0,5,10.0,8.0,50.0,0.0,50.0,40.0,10.0
TRX-20260228-01345,2026-02-28 01:18:21,3,00003560,622300356000,5,0,5,135.0,110.0,675.0,0.0,675.0,550.0,125.0
TRX-20260228-02087,2026-02-28 01:22:16,3,00003600,622300360000,2,0,2,135.0,110.0,270.0,0.0,270.0,220.0,50.0
TRX-20260228-00993,2026-02-28 02:05:12,5,00003586,622300358600,4,0,4,55.0,45.0,220.0,0.0,220.0,180.0,40.0
TRX-20260228-03840,2026-02-28 03:40:05,2,00003609,622300360900,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260228-01543,2026-02-28 03:43:08,1,00003589,622300358900,5,0,5,10.0,8.0,50.0,0.0,50.0,40.0,10.0
TRX-20260228-01229,2026-02-28 03:45:44,1,00003572,622300357200,3,0,3,23.0,18.0,69.0,0.0,69.0,54.0,15.0
TRX-20260228-03107,2026-02-28 05:35:57,2,00003609,622300360900,3,0,3,110.0,85.0,330.0,0.0,330.0,255.0,75.0
TRX-20260228-04196,2026-02-28 05:54:57,2,00003592,622300359224,2,0,2,102.6,72.0,205.2,0.0,205.2,144.0,61.2
TRX-20260228-01386,2026-02-28 05:59:59,1,00003585,622300358500,4,4,0,220.0,180.0,880.0,880.0,0.0,0.0,0.0
TRX-20260228-04560,2026-02-28 06:41:40,3,00003558,622300355800,2,0,2,8.0,6.5,16.0,0.0,16.0,13.0,3.0
TRX-20260228-00005,2026-02-28 07:48:16,1,00003592,622300359200,5,0,5,4.5,3.0,22.5,0.0,22.5,15.0,7.5
TRX-20260228-03245,2026-02-28 08:07:13,3,00003565,622300356500,4,0,4,38.0,32.0,152.0,0.0,152.0,128.0,24.0
TRX-20260228-00296,2026-02-28 08:42:00,1,00003562,622300356200,1,0,1,60.0,50.0,60.0,0.0,60.0,50.0,10.0
TRX-20260228-00036,2026-02-28 08:48:34,5,00003606,622300360600,3,0,3,85.0,65.0,255.0,0.0,255.0,195.0,60.0
TRX-20260228-03020,2026-02-28 08:49:34,5,00003600,622300360000,3,0,3,135.0,110.0,405.0,0.0,405.0,330.0,75.0
TRX-20260228-04396,2026-02-28 09:01:34,2,00003559,622300355906,1,1,0,159.6,132.0,159.6,159.6,0.0,0.0,0.0
TRX-20260228-04563,2026-02-28 09:44:30,3,00003577,622300357700,4,4,0,65.0,50.0,260.0,260.0,0.0,0.0,0.0
TRX-20260228-03695,2026-02-28 09:52:27,5,00003587,622300358700,3,2,1,135.0,110.0,405.0,270.0,135.0,110.0,25.0
TRX-20260228-01474,2026-02-28 11:27:39,5,00003573,622300357300,5,0,5,88.0,75.0,440.0,0.0,440.0,375.0,65.0
TRX-20260228-00682,2026-02-28 12:00:14,1,00003611,622300361100,1,0,1,28.0,22.0,28.0,0.0,28.0,22.0,6.0
TRX-20260228-01835,2026-02-28 12:15:00,2,00003613,622300361300,5,0,5,105.0,85.0,525.0,0.0,525.0,425.0,100.0
TRX-20260228-03632,2026-02-28 12:20:16,4,00003603,622300360300,2,0,2,35.0,28.0,70.0,0.0,70.0,56.0,14.0
TRX-20260228-01624,2026-02-28 12:29:44,4,00003572,622300357200,2,0,2,23.0,18.0,46.0,0.0,46.0,36.0,10.0
TRX-20260228-01614,2026-02-28 12:42:29,1,00003565,622300356500,4,0,4,38.0,32.0,152.0,0.0,152.0,128.0,24.0
TRX-20260228-02355,2026-02-28 13:06:26,4,00003584,622300358400,3,0,3,26.0,20.0,78.0,0.0,78.0,60.0,18.0
TRX-20260228-03253,2026-02-28 13:17:29,5,00003572,622300357200,3,0,3,23.0,18.0,69.0,0.0,69.0,54.0,15.0
TRX-20260228-01557,2026-02-28 14:46:52,1,00003612,622300361200,5,0,5,16.0,12.0,80.0,0.0,80.0,60.0,20.0
TRX-20260228-00396,2026-02-28 14:53:57,1,00003593,622300359300,4,0,4,18.0,14.0,72.0,0.0,72.0,56.0,16.0
TRX-20260228-04525,2026-02-28 14:56:38,2,00003579,622300357912,1,0,1,1254.0,1020.0,1254.0,0.0,1254.0,1020.0,234.0
TRX-20260228-00912,2026-02-28 15:00:34,2,00003569,622300356900,4,2,2,14.0,11.0,56.0,28.0,28.0,22.0,6.0
TRX-20260228-00978,2026-02-28 15:01:11,2,00003565,622300356500,4,1,3,38.0,32.0,152.0,38.0,114.0,96.0,18.0
TRX-20260228-03942,2026-02-28 16:03:10,3,00003594,622300359400,3,0,3,195.0,160.0,585.0,0.0,585.0,480.0,105.0
TRX-20260228-01489,2026-02-28 16:46:43,1,00003577,622300357700,3,0,3,65.0,50.0,195.0,0.0,195.0,150.0,45.0
TRX-20260228-04060,2026-02-28 17:04:24,3,00003569,622300356906,1,1,0,79.8,66.0,79.8,79.8,0.0,0.0,0.0
TRX-20260228-01365,2026-02-28 17:25:26,1,00003559,622300355900,5,0,5,28.0,22.0,140.0,0.0,140.0,110.0,30.0
TRX-20260228-01701,2026-02-28 17:29:51,3,00003605,622300360500,1,0,1,58.0,45.0,58.0,0.0,58.0,45.0,13.0
TRX-20260228-00542,2026-02-28 18:22:52,5,00003589,622300358900,5,0,5,10.0,8.0,50.0,0.0,50.0,40.0,10.0
TRX-20260228-04886,2026-02-28 18:43:42,1,00003592,622300359200,5,0,5,4.5,3.0,22.5,0.0,22.5,15.0,7.5
TRX-20260228-03075,2026-02-28 18:53:58,2,00003610,622300361000,5,0,5,75.0,60.0,375.0,0.0,375.0,300.0,75.0
TRX-20260228-03693,2026-02-28 18:57:11,3,00003556,622300355600,1,0,1,7.0,5.5,7.0,0.0,7.0,5.5,1.5
TRX-20260228-00606,2026-02-28 19:14:41,2,00003570,622300357006,1,0,1,114.0,96.0,114.0,0.0,114.0,96.0,18.0
TRX-20260228-01082,2026-02-28 19:20:18,1,00003611,622300361100,5,0,5,28.0,22.0,140.0,0.0,140.0,110.0,30.0
TRX-20260228-04385,2026-02-28 19:40:42,3,00003553,622300355300,3,0,3,450.0,400.0,1350.0,0.0,1350.0,1200.0,150.0
TRX-20260228-04297,2026-02-28 19:52:23,4,00003611,622300361100,5,0,5,28.0,22.0,140.0,0.0,140.0,110.0,30.0
TRX-20260228-02327,2026-02-28 19:53:54,4,00003613,622300361300,5,0,5,105.0,85.0,525.0,0.0,525.0,425.0,100.0
TRX-20260228-00114,2026-02-28 19:55:59,4,00003604,622300360424,1,0,1,1140.0,960.0,1140.0,0.0,1140.0,960.0,180.0
TRX-20260228-01273,2026-02-28 20:06:47,1,00003605,622300360500,2,0,2,58.0,45.0,116.0,0.0,116.0,90.0,26.0
TRX-20260228-01648,2026-02-28 20:10:29,4,00003594,622300359400,2,2,0,195.0,160.0,390.0,390.0,0.0,0.0,0.0
TRX-20260228-03105,2026-02-28 20:41:46,2,00003575,622300357500,3,0,3,55.0,45.0,165.0,0.0,165.0,135.0,30.0
TRX-20260228-02460,2026-02-28 21:43:12,1,00003600,622300360000,1,0,1,135.0,110.0,135.0,0.0,135.0,110.0,25.0
TRX-20260228-01012,2026-02-28 22:21:56,2,00003583,622300358324,1,0,1,125.4,96.0,125.4,0.0,125.4,96.0,29.4
TRX-20260228-01182,2026-02-28 22:43:03,5,00003589,622300358900,4,0,4,10.0,8.0,40.0,0.0,40.0,32.0,8.0
TRX-20260228-01439,2026-02-28 23:27:40,5,00003606,622300360600,1,1,0,85.0,65.0,85.0,85.0,0.0,0.0,0.0
